Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name Length,AgeEstimated,isAlone,Ticket_Prefix,CabinInfo
1,2,female,19.0,0,0,26.0,S,67,0,1,2,0.3
0,3,male,33.1,0,0,7.75,Q,16,0,1,3,0.3
1,3,male,32.0,0,0,8.05,S,34,0,1,S,0.75
1,1,male,28.0,0,0,26.55,S,41,0,1,1,0.59
1,3,female,35.6,1,0,16.1,S,49,0,0,3,0.3
1,2,female,42.0,1,0,26.0,S,51,0,0,S,0.3
0,3,male,17.0,0,0,7.125,S,26,0,1,S,0.3
0,1,male,50.0,1,0,55.9,S,25,0,0,1,0.75
1,1,female,14.0,1,2,120.0,S,25,0,0,1,0.74
0,3,female,21.0,2,2,34.375,S,36,0,0,W,0.3
1,2,female,24.0,2,3,18.75,S,37,0,0,2,0.3
0,1,male,64.0,1,4,263.0,S,17,0,0,1,0.59
0,2,male,31.0,0,0,10.5,S,38,0,1,C,0.3
1,2,female,45.0,1,1,26.25,S,43,0,0,F,0.3
0,3,male,20.0,0,0,9.5,S,15,0,1,3,0.3
0,3,male,25.0,1,0,7.775,S,25,0,0,3,0.3
1,2,female,28.0,0,0,13.0,S,25,0,1,2,0.3
1,3,male,33.1,0,0,8.1125,S,33,0,1,6,0.3
1,1,male,4.0,0,2,81.8583,S,25,0,0,3,0.47
1,2,female,13.0,0,1,19.5,S,33,0,0,2,0.3
1,1,male,34.0,0,0,26.55,S,27,0,1,1,0.3
1,3,female,5.0,2,1,19.2583,C,30,0,0,2,0.3
1,1,male,52.0,0,0,30.5,S,30,0,1,1,0.59
0,2,male,36.0,1,2,27.75,S,21,0,0,C,0.3
0,3,male,33.1,1,0,19.9667,S,31,0,0,6,0.3
0,1,male,30.0,0,0,27.75,C,31,0,1,1,0.59
1,1,male,49.0,1,0,89.1042,C,24,0,0,1,0.59
0,3,male,33.1,0,0,8.05,S,19,0,1,A,0.3
1,3,male,29.0,0,0,7.8958,C,18,0,1,3,0.3
0,1,male,65.0,0,0,26.55,S,25,0,1,1,0.75
1,1,female,35.6,1,0,51.8625,S,33,0,0,1,0.76
1,2,female,50.0,0,0,10.5,S,19,0,1,F,0.3
0,3,male,33.1,0,0,7.75,Q,21,0,1,3,0.3
1,1,male,48.0,0,0,26.55,S,19,0,1,1,0.75
0,3,male,34.0,0,0,8.05,S,19,0,1,3,0.3
0,1,male,47.0,0,0,38.5,S,17,0,1,1,0.75
0,2,male,48.0,0,0,13.0,S,28,0,1,2,0.3
0,3,male,33.1,0,0,8.05,S,18,0,1,A,0.3
0,3,male,38.0,0,0,7.05,S,31,0,1,S,0.3
0,2,male,33.1,0,0,0.0,S,21,0,1,2,0.3
0,1,male,56.0,0,0,26.55,S,26,0,1,1,0.3
0,3,male,33.1,0,0,7.725,Q,18,0,1,3,0.3
1,3,female,0.75,2,1,19.2583,C,29,0,0,2,0.3
0,3,male,33.1,0,0,7.25,S,17,0,1,3,0.3
0,3,male,38.0,0,0,8.6625,S,15,0,1,3,0.3
1,2,female,33.0,1,2,27.75,S,39,0,0,C,0.3
1,2,female,23.0,0,0,13.7917,C,44,0,1,S,0.76
0,3,female,22.0,0,0,9.8375,S,27,0,1,7,0.3
0,1,male,33.1,0,0,52.0,S,27,0,1,1,0.47
0,2,male,34.0,1,0,21.0,S,23,0,0,3,0.3
0,3,male,29.0,1,0,7.0458,S,25,0,0,3,0.3
0,3,male,22.0,0,0,7.5208,S,25,0,1,3,0.3
1,3,female,2.0,0,1,12.2875,S,24,0,0,3,0.3
0,3,male,9.0,5,2,46.9,S,30,0,0,C,0.3
0,2,male,33.1,0,0,0.0,S,32,0,1,2,0.3
0,3,male,50.0,0,0,8.05,S,24,0,1,A,0.3
1,3,female,63.0,0,0,9.5875,S,22,0,1,4,0.3
1,1,male,25.0,1,0,91.0792,C,23,0,0,1,0.74
0,3,female,21.8,3,1,25.4667,S,22,0,0,4,0.3
1,1,female,35.0,1,0,90.0,S,47,0,0,1,0.59
0,1,male,58.0,0,0,29.7,C,23,0,1,1,0.74
0,3,male,30.0,0,0,8.05,S,29,0,1,A,0.3
1,3,male,9.0,1,1,15.9,S,37,0,0,C,0.3
0,3,male,33.1,1,0,19.9667,S,36,0,0,6,0.3
0,3,male,21.0,0,0,7.25,S,19,0,1,S,0.3
0,1,male,55.0,0,0,30.5,S,26,0,1,1,0.59
0,1,male,71.0,0,0,49.5042,C,23,0,1,P,0.3
0,3,male,21.0,0,0,8.05,S,26,0,1,A,0.3
0,3,male,33.1,0,0,14.4583,C,21,0,1,2,0.3
1,1,female,54.0,1,0,78.2667,C,30,0,0,3,0.76
0,3,male,33.1,0,0,15.1,S,31,0,1,C,0.3
0,1,female,25.0,1,2,151.55,S,47,0,0,1,0.59
0,3,male,24.0,0,0,7.7958,S,18,0,1,3,0.3
0,3,male,17.0,0,0,8.6625,S,16,0,1,3,0.3
0,3,female,21.0,0,0,7.75,Q,19,0,1,3,0.3
0,3,female,21.8,0,0,7.6292,Q,30,0,1,3,0.3
0,3,female,37.0,0,0,9.5875,S,30,0,1,4,0.3
1,1,female,16.0,0,0,86.5,S,21,0,1,1,0.74
0,1,male,18.0,1,0,108.9,C,42,0,0,P,0.59
1,2,female,33.0,0,2,26.0,S,45,0,0,2,0.3
1,1,male,33.1,0,0,26.55,S,45,0,1,1,0.3
0,3,male,28.0,0,0,22.525,S,24,0,1,C,0.3
1,3,male,26.0,0,0,56.4958,S,14,0,1,1,0.3
1,3,male,29.0,0,0,7.75,Q,24,0,1,3,0.3
0,3,male,33.1,0,0,8.05,S,17,0,1,S,0.3
1,1,male,36.0,0,0,26.2875,S,25,0,1,P,0.75
1,1,female,54.0,1,0,59.4,C,46,0,0,P,0.3
0,3,male,24.0,0,0,7.4958,S,17,0,1,3,0.3
0,1,male,47.0,0,0,34.0208,S,28,0,1,3,0.76
1,2,female,34.0,0,0,10.5,S,28,0,1,C,0.62
0,3,male,33.1,0,0,24.15,Q,17,0,1,3,0.3
1,2,female,36.0,1,0,26.0,S,52,0,0,2,0.3
0,3,male,32.0,0,0,7.8958,S,19,0,1,3,0.3
1,1,female,30.0,0,0,93.5,S,21,0,1,1,0.74
0,3,male,22.0,0,0,7.8958,S,15,0,1,3,0.3
0,3,male,33.1,0,0,7.225,C,18,0,1,2,0.3
1,1,female,44.0,0,1,57.9792,C,47,0,0,1,0.74
0,3,male,33.1,0,0,7.2292,C,17,0,1,2,0.3
0,3,male,40.5,0,0,7.75,Q,18,1,1,3,0.3
1,2,female,50.0,0,0,10.5,S,20,0,1,W,0.3
0,1,male,33.1,0,0,221.7792,S,18,0,1,P,0.59
0,3,male,39.0,0,0,7.925,S,25,0,1,3,0.3
0,2,male,23.0,2,1,11.5,S,27,0,0,2,0.3
1,2,female,2.0,1,1,26.0,S,24,0,0,2,0.3
0,3,male,33.1,0,0,7.2292,C,17,0,1,2,0.3
0,3,male,17.0,1,1,7.2292,C,20,0,0,2,0.3
1,3,female,35.6,0,2,22.3583,C,38,0,0,2,0.3
0,3,female,30.0,0,0,8.6625,S,19,0,1,3,0.3
1,2,female,7.0,0,2,26.25,S,22,0,0,F,0.3
0,1,male,45.0,0,0,26.55,S,33,0,1,1,0.74
1,1,female,30.0,0,0,106.425,C,19,0,1,P,0.3
0,3,male,33.1,0,0,14.5,S,24,0,1,3,0.3
1,1,female,22.0,0,2,49.5,C,34,0,0,1,0.74
1,1,female,36.0,0,2,71.0,S,23,0,0,W,0.74
0,3,female,9.0,4,2,31.275,S,36,0,0,3,0.3
0,3,female,11.0,4,2,31.275,S,33,0,0,3,0.3
1,2,male,32.0,1,0,26.0,S,17,0,0,2,0.3
0,1,male,50.0,1,0,106.425,C,26,0,0,P,0.59
0,1,male,64.0,0,0,26.0,S,28,0,1,6,0.3
1,2,female,19.0,1,0,26.0,S,33,0,0,2,0.3
1,2,male,33.1,0,0,13.8625,C,26,0,1,S,0.3
0,3,male,33.0,1,1,20.525,S,25,0,0,3,0.3
1,2,male,8.0,1,1,36.75,S,30,0,0,C,0.3
1,1,male,17.0,0,2,110.8833,C,27,0,0,1,0.59
0,2,male,27.0,0,0,26.0,S,27,0,1,2,0.3
0,3,male,33.1,0,0,7.8292,Q,20,0,1,3,0.3
1,3,male,22.0,0,0,7.225,C,33,0,1,2,0.3
1,3,female,22.0,0,0,7.775,S,18,0,1,3,0.3
0,1,male,62.0,0,0,26.55,S,18,0,1,1,0.3
1,1,female,48.0,1,0,39.6,C,65,0,0,1,0.47
0,1,male,33.1,0,0,227.525,C,19,0,1,P,0.3
1,1,female,39.0,1,1,79.65,S,38,0,0,1,0.75
1,3,female,36.0,1,0,17.4,S,44,0,0,3,0.3
0,3,male,33.1,0,0,7.75,Q,24,0,1,3,0.3
0,3,male,40.0,0,0,7.8958,S,17,0,1,3,0.3
0,2,male,28.0,0,0,13.5,S,26,0,1,2,0.3
0,3,male,33.1,0,0,8.05,S,17,0,1,S,0.3
0,3,female,21.8,0,0,8.05,S,30,0,1,S,0.3
0,3,male,24.0,2,0,24.15,S,20,0,0,A,0.3
0,3,male,19.0,0,0,7.8958,S,20,0,1,3,0.3
0,3,female,29.0,0,4,21.075,S,43,0,0,3,0.3
0,3,male,33.1,0,0,7.2292,C,19,0,1,2,0.3
1,3,male,32.0,0,0,7.8542,S,17,0,1,3,0.3
1,2,male,62.0,0,0,10.5,S,18,0,1,S,0.3
1,1,female,53.0,2,0,51.4792,S,45,0,0,1,0.59
1,1,male,36.0,0,0,26.3875,S,32,0,1,P,0.75
1,3,female,21.8,0,0,7.75,Q,17,0,1,1,0.3
0,3,male,16.0,0,0,8.05,S,28,0,1,A,0.3
0,3,male,19.0,0,0,14.5,S,20,0,1,3,0.3
1,2,female,34.0,0,0,13.0,S,20,0,1,2,0.3
1,1,female,39.0,1,0,55.9,S,41,0,0,1,0.75
0,3,female,35.6,1,0,14.4583,C,32,0,0,2,0.3
1,3,male,32.0,0,0,7.925,S,19,0,1,S,0.3
1,2,female,25.0,1,1,30.0,S,27,0,0,2,0.3
1,1,female,39.0,1,1,110.8833,C,52,0,0,1,0.59
0,2,male,54.0,0,0,26.0,S,26,0,1,2,0.3
0,1,male,36.0,0,0,40.125,C,19,0,1,1,0.47
0,3,male,33.1,0,0,8.7125,C,19,0,1,3,0.3
1,1,female,18.0,0,2,79.65,S,19,0,0,1,0.75
0,2,male,47.0,0,0,15.0,S,23,0,1,2,0.3
1,1,male,60.0,1,1,79.2,C,32,0,0,1,0.74
0,3,male,22.0,0,0,8.05,S,21,0,1,1,0.3
0,3,male,33.1,0,0,8.05,S,19,0,1,A,0.3
0,3,male,35.0,0,0,7.125,S,20,0,1,S,0.3
1,1,female,52.0,1,0,78.2667,C,47,0,0,3,0.76
0,3,male,47.0,0,0,7.25,S,26,0,1,A,0.3
0,3,female,21.8,0,2,7.75,Q,18,0,0,3,0.3
0,2,male,37.0,1,0,26.0,S,23,0,0,S,0.3
0,3,male,36.0,1,1,24.15,S,27,0,0,3,0.3
1,2,female,21.8,0,0,33.0,S,26,0,1,2,0.3
0,3,male,49.0,0,0,0.0,S,19,0,1,L,0.3
0,3,male,33.1,0,0,7.225,C,17,0,1,2,0.3
1,1,male,49.0,1,0,56.9292,C,44,0,0,P,0.47
1,2,female,24.0,2,1,27.0,S,51,0,0,2,0.3
0,3,male,33.1,0,0,7.8958,S,20,0,1,3,0.3
0,1,male,33.1,0,0,42.4,S,25,0,1,1,0.3
0,3,male,44.0,0,0,8.05,S,25,0,1,3,0.3
1,1,male,35.0,0,0,26.55,C,31,0,1,1,0.3
0,3,male,36.0,1,0,15.55,S,29,0,0,3,0.3
0,3,male,30.0,0,0,7.8958,S,17,0,1,3,0.3
1,1,male,27.0,0,0,30.5,S,27,0,1,1,0.3
1,2,female,22.0,1,2,41.5792,C,53,0,0,S,0.3
1,1,female,40.0,0,0,153.4625,S,25,0,1,P,0.59
0,3,female,39.0,1,5,31.275,S,57,0,0,3,0.3
0,3,male,33.1,0,0,7.05,S,21,0,1,S,0.3
1,3,female,21.8,1,0,15.5,Q,27,0,0,3,0.3
0,3,male,33.1,0,0,7.75,Q,16,0,1,3,0.3
0,3,male,35.0,0,0,8.05,S,31,0,1,3,0.3
1,2,female,24.0,1,2,65.0,S,19,0,0,2,0.3
0,3,male,34.0,1,1,14.4,S,25,0,0,3,0.3
0,3,female,26.0,1,0,16.1,S,47,0,0,A,0.3
1,2,female,4.0,2,1,39.0,S,27,0,0,2,0.62
0,2,male,26.0,0,0,10.5,S,19,0,1,3,0.3
0,3,male,27.0,1,0,14.4542,C,19,0,0,2,0.3
1,1,male,42.0,1,0,52.5542,S,28,0,0,1,0.76
1,3,male,20.0,1,1,15.7417,C,16,0,0,2,0.3
0,3,male,21.0,0,0,7.8542,S,27,0,1,3,0.3
0,3,male,21.0,0,0,16.1,S,27,0,1,5,0.3
0,1,male,61.0,0,0,32.3208,S,21,0,1,3,0.76
0,2,male,57.0,0,0,12.35,Q,30,0,1,2,0.3
1,1,female,21.0,0,0,77.9583,S,29,0,1,1,0.76
0,3,male,26.0,0,0,7.8958,S,25,0,1,3,0.3
0,3,male,33.1,0,0,7.7333,Q,24,0,1,3,0.3
1,1,male,80.0,0,0,30.0,S,36,0,1,2,0.47
0,3,male,51.0,0,0,7.0542,S,27,0,1,3,0.3
1,1,male,32.0,0,0,30.5,C,25,0,1,1,0.74
0,1,male,33.1,0,0,0.0,S,29,0,1,1,0.3
0,3,female,9.0,3,2,27.9,S,18,0,0,3,0.3
1,2,female,28.0,0,0,13.0,S,17,0,1,2,0.3
0,3,male,32.0,0,0,7.925,S,26,0,1,S,0.3
0,2,male,31.0,1,1,26.25,S,19,0,0,C,0.3
0,3,female,41.0,0,5,39.6875,S,38,0,0,3,0.3
0,3,male,33.1,1,0,16.1,S,26,0,0,3,0.3
0,3,male,20.0,0,0,7.8542,S,22,0,1,3,0.3
1,1,female,24.0,0,0,69.3,C,20,0,1,P,0.74
0,3,female,2.0,3,2,27.9,S,29,0,0,3,0.3
1,3,male,33.1,0,0,56.4958,S,15,0,1,1,0.3
1,3,female,0.75,2,1,19.2583,C,22,0,0,2,0.3
1,1,male,48.0,1,0,76.7292,C,25,0,0,P,0.76
0,3,male,19.0,0,0,7.8958,S,17,0,1,3,0.3
1,1,male,56.0,0,0,35.5,C,35,0,1,1,0.47
0,3,male,33.1,0,0,7.55,S,18,0,1,S,0.3
1,3,female,23.0,0,0,7.55,S,31,0,1,C,0.3
0,3,male,33.1,0,0,7.8958,S,17,0,1,3,0.3
1,2,female,18.0,0,1,23.0,S,19,0,0,2,0.3
0,3,male,21.0,0,0,8.4333,S,30,0,1,8,0.3
1,3,female,21.8,0,0,7.8292,Q,29,0,1,3,0.3
0,3,female,18.0,0,0,6.75,Q,28,0,1,3,0.3
0,2,male,24.0,2,0,73.5,S,25,0,0,S,0.3
0,3,male,33.1,0,0,7.8958,S,21,0,1,3,0.3
0,3,female,32.0,1,1,15.5,Q,29,0,0,3,0.3
0,2,male,23.0,0,0,13.0,S,28,0,1,2,0.3
0,1,male,58.0,0,2,113.275,C,26,0,0,3,0.76
1,1,male,50.0,2,0,133.65,S,29,0,0,P,0.3
0,3,male,40.0,0,0,7.225,C,17,0,1,2,0.3
0,1,male,47.0,0,0,25.5875,S,26,0,1,5,0.75
0,3,male,36.0,0,0,7.4958,S,16,0,1,3,0.3
1,3,male,20.0,1,0,7.925,S,27,0,0,S,0.3
0,2,male,32.0,2,0,73.5,S,18,0,0,S,0.3
0,2,male,25.0,0,0,13.0,S,27,0,1,2,0.3
0,3,male,33.1,0,0,7.775,S,26,0,1,3,0.3
0,3,male,43.0,0,0,8.05,S,15,0,1,A,0.3
1,1,female,35.6,1,0,52.0,S,49,0,0,1,0.59
1,2,female,40.0,1,1,39.0,S,61,0,0,2,0.3
0,1,male,31.0,1,0,52.0,S,22,0,0,F,0.74
0,2,male,70.0,0,0,10.5,S,27,0,1,C,0.3
1,2,male,31.0,0,0,13.0,S,21,0,1,2,0.3
0,2,male,33.1,0,0,0.0,S,26,0,1,2,0.3
0,3,male,18.0,0,0,7.775,S,30,0,1,3,0.3
0,3,male,24.5,0,0,8.05,S,29,1,1,3,0.3
1,3,female,18.0,0,0,9.8417,S,23,0,1,4,0.3
0,3,female,43.0,1,6,46.9,S,39,0,0,C,0.3
1,1,male,36.0,0,1,512.3292,C,34,0,0,P,0.74
0,3,female,21.8,0,0,8.1375,Q,19,0,1,3,0.3
1,1,male,27.0,0,0,76.7292,C,18,0,1,P,0.76
0,3,male,20.0,0,0,9.225,S,27,0,1,6,0.3
0,3,male,14.0,5,2,46.9,S,27,0,0,C,0.3
0,2,male,60.0,1,1,39.0,S,33,0,0,2,0.3
0,2,male,25.0,1,2,41.5792,C,38,0,0,S,0.3
0,3,male,14.0,4,1,39.6875,S,24,0,0,3,0.3
0,3,male,19.0,0,0,10.1708,S,17,0,1,3,0.3
0,3,male,18.0,0,0,7.7958,S,31,0,1,3,0.3
1,1,female,15.0,0,1,211.3375,S,33,0,0,2,0.74
1,1,male,31.0,1,0,57.0,S,23,0,0,1,0.74
1,3,female,4.0,0,1,13.4167,C,18,0,0,3,0.3
1,3,male,33.1,0,0,56.4958,S,12,0,1,1,0.3
0,3,male,25.0,0,0,7.225,C,16,0,1,2,0.3
0,1,male,60.0,0,0,26.55,S,15,0,1,1,0.3
0,2,male,52.0,0,0,13.5,S,26,0,1,2,0.3
0,3,male,44.0,0,0,8.05,S,16,0,1,3,0.3
1,3,female,21.8,0,0,7.7333,Q,32,0,1,3,0.3
0,1,male,49.0,1,1,110.8833,C,24,0,0,1,0.59
0,3,male,42.0,0,0,7.65,S,40,0,1,3,0.62
1,1,female,18.0,1,0,227.525,C,49,0,0,P,0.59
1,1,male,35.0,0,0,26.2875,S,32,0,1,P,0.75
0,3,female,18.0,0,1,14.4542,C,21,0,0,2,0.3
0,3,male,25.0,0,0,7.7417,Q,21,0,1,3,0.3
0,3,male,26.0,1,0,7.8542,S,23,0,0,3,0.3
0,2,male,39.0,0,0,26.0,S,46,0,1,2,0.3
1,2,female,45.0,0,0,13.5,S,29,0,1,2,0.3
1,1,male,42.0,0,0,26.2875,S,33,0,1,P,0.75
1,1,female,22.0,0,0,151.55,S,20,0,1,1,0.3
1,3,male,4.6,1,1,15.2458,C,49,0,0,2,0.3
1,1,female,24.0,0,0,49.5042,C,48,0,1,P,0.59
0,1,male,33.1,0,0,26.55,S,18,0,1,1,0.59
1,1,male,48.0,1,0,52.0,S,24,0,0,1,0.59
0,3,male,29.0,0,0,9.4833,S,26,0,1,7,0.3
0,2,male,52.0,0,0,13.0,S,21,0,1,2,0.3
0,3,male,19.0,0,0,7.65,S,42,0,1,3,0.62
1,1,female,38.0,0,0,227.525,C,29,0,1,P,0.59
1,2,female,27.0,0,0,10.5,S,35,0,1,3,0.75
0,3,male,33.1,0,0,15.5,Q,19,0,1,3,0.3
0,3,male,33.0,0,0,7.775,S,28,0,1,3,0.3
1,2,female,6.0,0,1,33.0,S,33,0,0,2,0.3
0,3,male,17.0,1,0,7.0542,S,25,0,0,3,0.3
0,2,male,34.0,0,0,13.0,S,28,0,1,1,0.3
0,2,male,50.0,0,0,13.0,S,23,0,1,2,0.3
1,1,male,27.0,1,0,53.1,S,29,0,0,1,0.75
0,3,male,20.0,0,0,8.6625,S,19,0,1,3,0.3
1,2,female,30.0,3,0,21.0,S,43,0,0,3,0.3
1,3,female,21.8,0,0,7.7375,Q,24,0,1,3,0.3
0,2,male,25.0,1,0,26.0,S,31,0,0,2,0.3
0,3,female,25.0,1,0,7.925,S,29,0,0,S,0.3
1,1,female,29.0,0,0,211.3375,S,29,0,1,2,0.74
0,3,male,11.0,0,0,18.7875,C,24,0,1,2,0.3
0,2,male,33.1,0,0,0.0,S,20,0,1,2,0.3
0,2,male,23.0,0,0,13.0,S,26,0,1,2,0.3
0,2,male,23.0,0,0,13.0,S,28,0,1,2,0.3
0,3,male,28.5,0,0,16.1,S,20,1,1,5,0.3
0,3,female,48.0,1,3,34.375,S,39,0,0,W,0.3
1,1,male,35.0,0,0,512.3292,C,22,0,1,P,0.74
0,3,male,33.1,0,0,7.8958,S,18,0,1,3,0.3
0,3,male,33.1,0,0,7.8958,S,18,0,1,3,0.3
1,1,male,33.1,0,0,30.0,S,27,0,1,1,0.76
0,1,male,36.0,1,0,78.85,S,29,0,0,1,0.59
1,1,female,21.0,2,2,262.375,C,37,0,0,P,0.74
0,3,male,24.0,1,0,16.1,S,17,0,0,3,0.3
1,3,male,31.0,0,0,7.925,S,18,0,1,S,0.3
0,1,male,70.0,1,1,71.0,S,28,0,0,W,0.74
0,3,male,16.0,1,1,20.25,S,27,0,0,C,0.3
1,2,female,30.0,0,0,13.0,S,21,0,1,2,0.3
0,1,male,19.0,1,0,53.1,S,25,0,0,1,0.76
0,3,male,31.0,0,0,7.75,Q,23,0,1,3,0.3
1,2,female,4.0,1,1,23.0,S,17,0,0,2,0.3
1,3,male,6.0,0,1,12.475,S,19,0,0,3,0.75
0,3,male,33.0,0,0,9.5,S,32,0,1,3,0.3
0,3,male,23.0,0,0,7.8958,S,18,0,1,3,0.3
1,2,female,48.0,1,2,65.0,S,32,0,0,2,0.3
1,2,male,0.67,1,1,14.5,S,25,0,0,2,0.3
0,3,male,28.0,0,0,7.7958,S,28,0,1,3,0.3
0,2,male,18.0,0,0,11.5,S,24,0,1,2,0.3
0,3,male,34.0,0,0,8.05,S,28,0,1,3,0.3
1,1,female,33.0,0,0,86.5,S,56,0,1,1,0.74
0,3,male,33.1,0,0,14.5,S,18,0,1,3,0.3
0,3,male,41.0,0,0,7.125,S,30,0,1,S,0.3
1,3,male,20.0,0,0,7.2292,C,21,0,1,2,0.3
1,1,female,36.0,1,2,120.0,S,41,0,0,1,0.74
0,3,male,16.0,0,0,7.775,S,22,0,1,3,0.3
1,1,female,51.0,1,0,77.9583,S,36,0,0,1,0.76
0,1,male,33.1,0,0,39.6,C,25,0,1,1,0.3
0,3,female,30.5,0,0,7.75,Q,18,1,1,3,0.3
0,3,male,33.1,1,0,24.15,Q,19,0,0,3,0.3
0,3,male,32.0,0,0,8.3625,S,32,0,1,8,0.3
0,3,male,24.0,0,0,9.5,S,22,0,1,3,0.3
0,3,male,48.0,0,0,7.8542,S,23,0,1,3,0.3
0,2,female,57.0,0,0,10.5,S,17,0,1,S,0.75
0,3,male,33.1,0,0,7.225,C,15,0,1,2,0.3
1,2,female,54.0,1,3,23.0,S,37,0,0,2,0.3
0,3,male,18.0,0,0,7.75,S,39,0,1,3,0.3
0,3,male,33.1,0,0,7.75,Q,16,0,1,3,0.62
1,3,female,5.0,0,0,12.475,S,29,0,1,3,0.3
0,3,male,33.1,0,0,7.7375,Q,23,0,1,3,0.3
1,1,female,43.0,0,1,211.3375,S,53,0,0,2,0.74
1,3,female,13.0,0,0,7.2292,C,20,0,1,2,0.3
1,1,female,17.0,1,0,57.0,S,41,0,0,1,0.74
0,1,male,29.0,0,0,30.0,S,22,0,1,1,0.76
0,3,male,33.1,1,2,23.45,S,22,0,0,W,0.3
0,3,male,25.0,0,0,7.05,S,16,0,1,S,0.3
0,3,male,25.0,0,0,7.25,S,34,0,1,3,0.3
1,3,female,18.0,0,0,7.4958,S,25,0,1,3,0.3
0,3,male,8.0,4,1,29.125,Q,25,0,0,3,0.3
1,3,male,1.0,1,2,20.575,S,26,0,0,C,0.3
0,1,male,46.0,0,0,79.2,C,24,0,1,P,0.74
0,3,male,33.1,0,0,7.75,Q,24,0,1,1,0.3
0,2,male,16.0,0,0,26.0,S,19,0,1,2,0.3
0,3,female,21.8,8,2,69.55,S,23,0,0,C,0.3
0,1,male,33.1,0,0,30.6958,C,24,0,1,P,0.3
0,3,male,25.0,0,0,7.8958,S,21,0,1,3,0.3
0,2,male,39.0,0,0,13.0,S,18,0,1,2,0.3
1,1,female,49.0,0,0,25.9292,S,27,0,1,1,0.76
1,3,female,31.0,0,0,8.6833,S,16,0,1,3,0.3
0,3,male,30.0,0,0,7.2292,C,28,0,1,2,0.3
0,3,female,30.0,1,1,24.15,S,52,0,0,3,0.3
0,2,male,34.0,0,0,13.0,S,20,0,1,2,0.3
1,2,female,31.0,1,1,26.25,S,43,0,0,C,0.3
1,1,male,11.0,1,2,120.0,S,35,0,0,1,0.74
1,3,male,0.42,0,1,8.5167,C,31,0,0,2,0.3
1,3,male,27.0,0,0,6.975,S,23,0,1,3,0.3
0,3,male,31.0,0,0,7.775,S,25,0,1,3,0.3
0,1,male,39.0,0,0,0.0,S,22,0,1,1,0.47
0,3,female,18.0,0,0,7.775,S,31,0,1,3,0.3
0,2,male,39.0,0,0,13.0,S,17,0,1,2,0.3
1,1,female,33.0,1,0,53.1,S,46,0,0,1,0.75
0,3,male,26.0,0,0,7.8875,S,22,0,1,3,0.3
0,3,male,39.0,0,0,24.15,S,17,0,1,A,0.3
0,2,male,35.0,0,0,10.5,S,25,0,1,2,0.3
0,3,female,6.0,4,2,31.275,S,34,0,0,3,0.3
0,3,male,30.5,0,0,8.05,S,26,1,1,3,0.3
0,1,male,33.1,0,0,0.0,S,16,0,1,1,0.74
0,3,female,23.0,0,0,7.925,S,28,0,1,S,0.3
0,2,male,31.0,1,1,37.0042,C,18,0,0,S,0.3
0,3,male,43.0,0,0,6.45,S,32,0,1,C,0.3
0,3,male,10.0,3,2,27.9,S,28,0,0,3,0.3
1,1,female,52.0,1,1,93.5,S,50,0,0,1,0.74
1,3,male,27.0,0,0,8.6625,S,17,0,1,3,0.3
0,1,male,38.0,0,0,0.0,S,31,0,1,1,0.3
1,3,female,27.0,0,1,12.475,S,18,0,0,3,0.75
0,3,male,2.0,4,1,39.6875,S,28,0,0,3,0.3
0,3,male,33.1,0,0,6.95,Q,15,0,1,3,0.3
0,3,male,33.1,0,0,56.4958,S,12,0,1,1,0.3
1,2,male,1.0,0,2,37.0042,C,21,0,0,S,0.3
1,3,male,33.1,0,0,7.75,Q,28,0,1,3,0.3
1,1,female,62.0,0,0,80.0,S,41,0,1,1,0.74
1,3,female,15.0,1,0,14.4542,C,39,0,0,2,0.3
1,2,male,0.83,1,1,18.75,S,31,0,0,2,0.3
0,3,male,33.1,0,0,7.2292,C,14,0,1,2,0.3
0,3,male,23.0,0,0,7.8542,S,22,0,1,3,0.3
0,3,male,18.0,0,0,8.3,S,22,0,1,2,0.3
1,1,female,39.0,1,1,83.1583,C,27,0,0,P,0.75
0,3,male,21.0,0,0,8.6625,S,16,0,1,3,0.3
0,3,male,33.1,0,0,8.05,S,19,0,1,3,0.3
1,3,male,32.0,0,0,56.4958,S,15,0,1,1,0.3
1,1,male,33.1,0,0,29.7,C,20,0,1,1,0.59
0,3,male,20.0,0,0,7.925,S,27,0,1,S,0.3
0,2,male,16.0,0,0,10.5,S,24,0,1,S,0.3
1,1,female,30.0,0,0,31.0,C,23,0,1,1,0.3
0,3,male,34.5,0,0,6.4375,C,26,1,1,2,0.3
0,3,male,17.0,0,0,8.6625,S,19,0,1,3,0.3
0,3,male,42.0,0,0,7.55,S,19,0,1,C,0.3
0,3,male,33.1,8,2,69.55,S,24,0,0,C,0.3
0,3,male,35.0,0,0,7.8958,C,18,0,1,3,0.3
0,2,male,28.0,0,1,33.0,S,17,0,0,2,0.3
1,1,female,35.6,1,0,89.1042,C,44,0,0,1,0.59
0,3,male,4.0,4,2,31.275,S,39,0,0,3,0.3
0,3,male,74.0,0,0,7.775,S,19,0,1,3,0.3
0,3,female,9.0,1,1,15.2458,C,23,0,0,2,0.3
1,1,female,16.0,0,1,39.4,S,25,0,0,P,0.76
0,2,female,44.0,1,0,26.0,S,45,0,0,2,0.3
1,3,female,18.0,0,1,9.35,S,26,0,0,3,0.3
